Question Title,Question Description,Examples,Question Title Plus Description,Similar Questions Titles,Similar Questions Links,Array,Hash Table,Linked List,Math,Two Pointers,String,Binary Search,Divide and Conquer,Dynamic Programming,Backtracking,Stack,Heap,Greedy,Sort,Bit Manipulation,Tree,Depth-first Search,Breadth-first Search,Union Find,Graph,Design,Topological Sort,Trie,Binary Indexed Tree,Segment Tree,Binary Search Tree,Recursion,Memoization,Queue,Minimax,Map,Random,Sliding Window,Searching,Unnamed: 40,Unnamed: 41
Number Series,"Ishaan's friend, Charul, gave a challenge to Ishaan. He gave a series to Ishaan and asked him to find the Nth term of that series.
Ishaan is very weak at solving series, so he needs your help. Help him find the Nth term of the following series :
N    Nth term
1    0
2    1
3    0
4    2
.
.
.
10    1
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 200
1 <= N <= 10^9
Example : 
Input : 
5
1
2
3
4
10
Output : 
0
1
0
2
1
Explanation : 
The Nth term is given, solve the series.
  ** For More Input/Output Examples Use 'Expected Output' option **","Ishaan's friend, Charul, gave a challenge to Ishaan. He gave a series to Ishaan and asked him to find the Nth term of that series.
Ishaan is very weak at solving series, so he needs your help. Help him find the Nth term of the following series :
N    Nth term
1    0
2    1
3    0
4    2
.
.
.
10    1
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 200
1 <= N <= 10^9
Example : 
Input : 
5
1
2
3
4
10
Output : 
0
1
0
2
1
Explanation : 
The Nth term is given, solve the series.
  ** For More Input/Output Examples Use 'Expected Output' option **","Number Series Ishaan's friend, Charul, gave a challenge to Ishaan. He gave a series to Ishaan and asked him to find the Nth term of that series.
Ishaan is very weak at solving series, so he needs your help. Help him find the Nth term of the following series :
N    Nth term
1    0
2    1
3    0
4    2
.
.
.
10    1
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 200
1 <= N <= 10^9
Example : 
Input : 
5
1
2
3
4
10
Output : 
0
1
0
2
1
Explanation : 
The Nth term is given, solve the series.
  ** For More Input/Output Examples Use 'Expected Output' option **",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GOT TV series,"Ishaan has finally started watching a new TV series, Game of Thrones. He watches a certain number of episodes every day. Given a day N, find out how many episodes does Ishaan watch on the Nth day.
He watches the following number of episodes on the given days :
N    Number of Episodes
1    1
2    2
3    6
4    4
.
.
.
10    20
Input : 
The first line of input contains a single integer T denoting the number of test cases.each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 200
1 <= N <= 10^12
Example : 
Input : 
5
1
2
3
4
10
Output : 
1
2
6
4
20
  ** For More Input/Output Examples Use 'Expected Output' option **","Ishaan has finally started watching a new TV series, Game of Thrones. He watches a certain number of episodes every day. Given a day N, find out how many episodes does Ishaan watch on the Nth day.
He watches the following number of episodes on the given days :
N    Number of Episodes
1    1
2    2
3    6
4    4
.
.
.
10    20
Input : 
The first line of input contains a single integer T denoting the number of test cases.each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 200
1 <= N <= 10^12
Example : 
Input : 
5
1
2
3
4
10
Output : 
1
2
6
4
20
  ** For More Input/Output Examples Use 'Expected Output' option **","GOT TV series Ishaan has finally started watching a new TV series, Game of Thrones. He watches a certain number of episodes every day. Given a day N, find out how many episodes does Ishaan watch on the Nth day.
He watches the following number of episodes on the given days :
N    Number of Episodes
1    1
2    2
3    6
4    4
.
.
.
10    20
Input : 
The first line of input contains a single integer T denoting the number of test cases.each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 200
1 <= N <= 10^12
Example : 
Input : 
5
1
2
3
4
10
Output : 
1
2
6
4
20
  ** For More Input/Output Examples Use 'Expected Output' option **",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Combinational Logic,"Construct a 6 input gate which performs the following logical operation:
 (not(A)).B + C.D +E.(not(F))
where A, B, C, D, E and F are the inputs to the 6 input gate.
","Example:
Input:
3
1 1 0 0 1 1
1 1 1 1 1 1
1 0 0 1 1 1
Output:
0
1
0
Explanation:
In the first test case, A=1, B=1, C=0, D=0, E=1, F=1 so (not(A)).B + C.D +E.(not(F)) = 0.1 + 0.0 + 1.0 = 0 + 0 + 0 = 0
In the second test case, A=1, B=1, C=1, D=1, E=1, F=1. so (not(A)).B + C.D +E.(not(F)) = 0.1 + 1.1 + 1.0 = 0 + 1 + 0 = 1
In the third test case, A=1, B=0, C=0, D=1, E=1, F=1. so (not(A)).B + C.D +E.(not(F)) = 0.0 + 0.1 + 1.0 = 0 + 0 + 0 = 0
","Combinational Logic Construct a 6 input gate which performs the following logical operation:
 (not(A)).B + C.D +E.(not(F))
where A, B, C, D, E and F are the inputs to the 6 input gate.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Copy Set Bits in Range,"Given two numbers x and y, and a range [l, r] where 1 <= l, r <= 32. The task is consider set bits of y in range [l, r] and set these bits in x also.
For example, if x = 10, y = 13, l = 2, r = 3,  the program should change x to 14. Binary representation of 10 is 1010 and that of y is 1101. There is one set bit in y at 3’rd position (in given range). After we copy this bit to x, x becomes 1110 which is binary representation of 14.
  ","Example:
Input:
2
44 1 5 3
16 1 3 2
Output:
47
18
","Copy Set Bits in Range Given two numbers x and y, and a range [l, r] where 1 <= l, r <= 32. The task is consider set bits of y in range [l, r] and set these bits in x also.
For example, if x = 10, y = 13, l = 2, r = 3,  the program should change x to 14. Binary representation of 10 is 1010 and that of y is 1101. There is one set bit in y at 3’rd position (in given range). After we copy this bit to x, x becomes 1110 which is binary representation of 14.
  ",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Find first set bit,"Given an integer an N. The task is to print the position of first set bit found from right side in the binary representation of the number.
","Example:
Input:
2
18
12
Output:
2
3
Explanation:
Testcase 1: Binary representation of the 18 is 010010, the first set bit from the right side is at position 2.
  ","Find first set bit Given an integer an N. The task is to print the position of first set bit found from right side in the binary representation of the number.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maximum XOR subset,"Given a set A[ ] of positive integers. The task is to find the maximum XOR value of the elements from all the possible subsets.
","Given a set A[ ] of positive integers. The task is to find the maximum XOR value of the elements from all the possible subsets.
Input:
The first line of input contains an integer T denoting the number of test cases. Then T test cases follow.
The first line of each test case contains an integer N, where N is the size of the set A[ ]. The second line of each test case contains N space separated integers, denoting elements of the set A[ ].
Output
Print out the maximum XOR subset value.
Constraints
1 <= T <= 100
1 <= N <= 30
0 <= A[i] < 1000
Examples:
Input:
3
3
2 4 5 
3
33 73 64
9
5 633 64 43 131 51 87 999 23 
Output:
7
104
1023
Explanation:
Testcase 1: The maximum XOR value form possible subsets of the given array elements is : 7(2^5), where ^ is the symbol of XOR.
  ** For More Input/Output Examples Use 'Expected Output' option **","Maximum XOR subset Given a set A[ ] of positive integers. The task is to find the maximum XOR value of the elements from all the possible subsets.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Is Binary Number Multiple of 3,"Given a binary number, write a program that prints 1 if given binary number is a multiple of 3.  Else prints 0. The given number can be big upto 2^100. It is recommended to finish the task using one traversal of input binary string.
","Example:
Input:
2
011
100
Output:
1
0
","Is Binary Number Multiple of 3 Given a binary number, write a program that prints 1 if given binary number is a multiple of 3.  Else prints 0. The given number can be big upto 2^100. It is recommended to finish the task using one traversal of input binary string.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Finding the numbers,"You are given an array A containing 2*N+2 positive numbers, out of which 2*N numbers exist in pairs whereas the other two number occur exactly once and are distinct. You need to find the other two numbers and print them in ascending order.
  Input :
The first line contains a value T, which denotes the number of test cases. Then T test cases follow .The first line of each test case contains a value N. The next line contains 2*N+2 space separated integers.
Output :
Print in a new line the two numbers in ascending order.
Constraints :
1<=T<=100
1<=N<=10^6
1<=A[i]<=5*10^8
Example:
Input :
2
2
1 2 3 2 1 4
1
2 1 3 2
Output :
3 4
1 3
** For More Input/Output Examples Use 'Expected Output' option **","Example:
Input :
2
2
1 2 3 2 1 4
1
2 1 3 2
Output :
3 4
1 3
","Finding the numbers You are given an array A containing 2*N+2 positive numbers, out of which 2*N numbers exist in pairs whereas the other two number occur exactly once and are distinct. You need to find the other two numbers and print them in ascending order.
  Input :
The first line contains a value T, which denotes the number of test cases. Then T test cases follow .The first line of each test case contains a value N. The next line contains 2*N+2 space separated integers.
Output :
Print in a new line the two numbers in ascending order.
Constraints :
1<=T<=100
1<=N<=10^6
1<=A[i]<=5*10^8
Example:
Input :
2
2
1 2 3 2 1 4
1
2 1 3 2
Output :
3 4
1 3
** For More Input/Output Examples Use 'Expected Output' option **",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maximum 0â€™s between two immediate 1â€™s,"Given a number N, the task is to find the maximum 0’s between two immediate 1’s in binary representation of given n. Return -1 if binary representation contains less than two 1’s.
Examples:
Input : N = 47
Output: 1
as binary of N = 47 is 101111

Input : N = 549
Output: 3
as binary of n = 549 is 1000100101

Input : N = 1030
Output: 7
as binary of N = 1030 is 10000000110

Input : N = 8
Output: -1
as there is only one 1 in binary representation of 8.

","Example:
Input:
2
8
549
Output:
-1
3â€‹
","Maximum 0â€™s between two immediate 1â€™s Given a number N, the task is to find the maximum 0’s between two immediate 1’s in binary representation of given n. Return -1 if binary representation contains less than two 1’s.
Examples:
Input : N = 47
Output: 1
as binary of N = 47 is 101111

Input : N = 549
Output: 3
as binary of n = 549 is 1000100101

Input : N = 1030
Output: 7
as binary of N = 1030 is 10000000110

Input : N = 8
Output: -1
as there is only one 1 in binary representation of 8.

",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AND operation,"Given two integers L and R . Find the resultant after applying the series of Bitwise AND ( & ) operation on every natural number between the Range L and R (including both).
It is recommended to find the result without traversing whole range of given numbers
","Example:
INPUT:
4
8 13
34 36
22 30
2 3
OUTPUT:
8
32
16
2

Explanation
Input: For L = 8 and R = 13 
Output: 8 AND 9 AND 10 AND 11 AND 12 AND 13 =  â€‹8
","AND operation Given two integers L and R . Find the resultant after applying the series of Bitwise AND ( & ) operation on every natural number between the Range L and R (including both).
It is recommended to find the result without traversing whole range of given numbers
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Numbers having alternate bits,"Given a positive integer N. The task is to check whether this integer has an alternate pattern of 0 and 1 in its binary representation or not.
","Example:
Input:
2
12
10
Output:
0
1
","Numbers having alternate bits Given a positive integer N. The task is to check whether this integer has an alternate pattern of 0 and 1 in its binary representation or not.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Check if a Integer is power of 8 or not,"Given a positive integer N, The task is to find if it is a power of eight or not.
","Example:
Input:
2
64
75
Output:
Yes
No
","Check if a Integer is power of 8 or not Given a positive integer N, The task is to find if it is a power of eight or not.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Binary representation of previous number,"Given a binary input that represents binary representation of positive number N, the task is to find binary representation of N-1. It may be assumed that input binary number is greater than 0. The binary input may or may not fit even in unsigned long long int.
","Example:
Input:
2
11
111
Output:
10
110
","Binary representation of previous number Given a binary input that represents binary representation of positive number N, the task is to find binary representation of N-1. It may be assumed that input binary number is greater than 0. The binary input may or may not fit even in unsigned long long int.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kth LSB,"A number N is given. We need to print its ‘K’th Least Significant Bit.
Input : num = 10, k = 4 
Output : 1
Explanation : Binary Representation 
of 10 is 1010. 4th LSB is 1.
","Example:
Input:
2
10 4
16 3
Output:
1
0
","Kth LSB A number N is given. We need to print its ‘K’th Least Significant Bit.
Input : num = 10, k = 4 
Output : 1
Explanation : Binary Representation 
of 10 is 1010. 4th LSB is 1.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shreyansh and his bits,"Shreyansh has an integer N. He is really curious about the binary representation of integers. He sees that any given integer has a number of set bits. Now he wants to find out that how many positive integers, strictly less than N, have the same number of set bits as N.
He is a little weak in maths. Help him find the number of integers.
Note : Since N takes large values, brute force won't work.
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 1000
1 <= N <= 10^12
Example : 
Input : 
3
8
1
4
Output : 
3
0
2
Explanation : 
Case 1 : 
Binary representation of 8 : 1000
So the integers less than 8 with same number of set bits are : 4, 2, 1
Case 2 : 
Binary representation of 1 : 1
There are no positive integers less than 1.
Case 3 : 
Binary representation of 8 : 100
So the integers less than 4 with same number of set bits are : 2, 1
  ** For More Input/Output Examples Use 'Expected Output' option **","Shreyansh has an integer N. He is really curious about the binary representation of integers. He sees that any given integer has a number of set bits. Now he wants to find out that how many positive integers, strictly less than N, have the same number of set bits as N.
He is a little weak in maths. Help him find the number of integers.
Note : Since N takes large values, brute force won't work.
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 1000
1 <= N <= 10^12
Example : 
Input : 
3
8
1
4
Output : 
3
0
2
Explanation : 
Case 1 : 
Binary representation of 8 : 1000
So the integers less than 8 with same number of set bits are : 4, 2, 1
Case 2 : 
Binary representation of 1 : 1
There are no positive integers less than 1.
Case 3 : 
Binary representation of 8 : 100
So the integers less than 4 with same number of set bits are : 2, 1
  ** For More Input/Output Examples Use 'Expected Output' option **","Shreyansh and his bits Shreyansh has an integer N. He is really curious about the binary representation of integers. He sees that any given integer has a number of set bits. Now he wants to find out that how many positive integers, strictly less than N, have the same number of set bits as N.
He is a little weak in maths. Help him find the number of integers.
Note : Since N takes large values, brute force won't work.
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 1000
1 <= N <= 10^12
Example : 
Input : 
3
8
1
4
Output : 
3
0
2
Explanation : 
Case 1 : 
Binary representation of 8 : 1000
So the integers less than 8 with same number of set bits are : 4, 2, 1
Case 2 : 
Binary representation of 1 : 1
There are no positive integers less than 1.
Case 3 : 
Binary representation of 8 : 100
So the integers less than 4 with same number of set bits are : 2, 1
  ** For More Input/Output Examples Use 'Expected Output' option **",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Anand's Maths question,"Anand is a great mathematician, he always try new things and want to know the total count of numbers where, N XOR X == N OR X, where 0<=X<=N.
","Example:
Input:
3
5
7
8
Output:
2
1
8
Explanation:
For the first test case 
    5 XOR 2 == 5 OR 2
    5 XOR 0 == 5 OR 0
    So the count is 2.
","Anand's Maths question Anand is a great mathematician, he always try new things and want to know the total count of numbers where, N XOR X == N OR X, where 0<=X<=N.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
XOR Cipher,"Kshitij and Abhishek are best friends. Kshitij changed Abhishek's all accounts password and gave him a string s created by a cipher algorithm. Being good at bit algorithm, he XORed the hexadecimal string, N number of times, where N is the string length and every XOR operation is done after shifting the consecutive string to the right.
For example : String=""abcd"".
Abhishek finds it difficult in understanding how it is done. But you are now clever enough to find out the original password, so help him.
","Example:
Input
2
A1D0A1D
653CAE8DA8EDB426052
Output
ABCD
636F646572
  ","XOR Cipher Kshitij and Abhishek are best friends. Kshitij changed Abhishek's all accounts password and gave him a string s created by a cipher algorithm. Being good at bit algorithm, he XORed the hexadecimal string, N number of times, where N is the string length and every XOR operation is done after shifting the consecutive string to the right.
For example : String=""abcd"".
Abhishek finds it difficult in understanding how it is done. But you are now clever enough to find out the original password, so help him.
",,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Binary representation of next number,"Given a binary input that represents binary representation of whole number n, the task is to find binary representation of n+1.
","Example:
Input:
2
10
110
Output:
11
111
","Binary representation of next number Given a binary input that represents binary representation of whole number n, the task is to find binary representation of n+1.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Bit Game,"Two players, Player 1 and Player 2, are given an integer N to play a game. The rules of the game are as follows :
1. In one turn, a player can swap any 2 bits of N in its binary representation to make a new N.
2. In one turn, a player has to make a number strictly less than N.
3. Player 1 always takes first turn.
4. If a player cannot make a move, he loses.
Assume that both the players play optimally.
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print ""1"" if Player 1 wins, else print ""2"" in a new line (without quotes """").
Constraints : 
1 <= T <= 200
1 <= N <= 10^12
Example : 
Input : 
3
8
1
42
Output : 
1
2
2
Explanation : 
Case 1 : 
N = 8
N = 1000 (binary)
Player 1 swaps the 1st and 4th bit.
1000
N = 0001
Player 2 cannot make a move, so Player 1 wins.
Case 2 : 
N = 1
Player 1 cannot make a move, so Player 2 wins.
Case 3 : 
N = 42
N = 101010 (binary)
Player 1 swaps the 1st and 6th bit.
101010
N = 1011
Player 2 swaps 1st and 2nd bit.
1011
N = 111
Player 1 cannot make a move, so Player 2 wins.
** For More Input/Output Examples Use 'Expected Output' option **","Two players, Player 1 and Player 2, are given an integer N to play a game. The rules of the game are as follows :
1. In one turn, a player can swap any 2 bits of N in its binary representation to make a new N.
2. In one turn, a player has to make a number strictly less than N.
3. Player 1 always takes first turn.
4. If a player cannot make a move, he loses.
Assume that both the players play optimally.
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print ""1"" if Player 1 wins, else print ""2"" in a new line (without quotes """").
Constraints : 
1 <= T <= 200
1 <= N <= 10^12
Example : 
Input : 
3
8
1
42
Output : 
1
2
2
Explanation : 
Case 1 : 
N = 8
N = 1000 (binary)
Player 1 swaps the 1st and 4th bit.
1000
N = 0001
Player 2 cannot make a move, so Player 1 wins.
Case 2 : 
N = 1
Player 1 cannot make a move, so Player 2 wins.
Case 3 : 
N = 42
N = 101010 (binary)
Player 1 swaps the 1st and 6th bit.
101010
N = 1011
Player 2 swaps 1st and 2nd bit.
1011
N = 111
Player 1 cannot make a move, so Player 2 wins.
** For More Input/Output Examples Use 'Expected Output' option **","The Bit Game Two players, Player 1 and Player 2, are given an integer N to play a game. The rules of the game are as follows :
1. In one turn, a player can swap any 2 bits of N in its binary representation to make a new N.
2. In one turn, a player has to make a number strictly less than N.
3. Player 1 always takes first turn.
4. If a player cannot make a move, he loses.
Assume that both the players play optimally.
Input : 
First line of input contains a single integer T denoting the number of test cases.
The only line of each test case contains an integer N.
Output : 
For each test case, print ""1"" if Player 1 wins, else print ""2"" in a new line (without quotes """").
Constraints : 
1 <= T <= 200
1 <= N <= 10^12
Example : 
Input : 
3
8
1
42
Output : 
1
2
2
Explanation : 
Case 1 : 
N = 8
N = 1000 (binary)
Player 1 swaps the 1st and 4th bit.
1000
N = 0001
Player 2 cannot make a move, so Player 1 wins.
Case 2 : 
N = 1
Player 1 cannot make a move, so Player 2 wins.
Case 3 : 
N = 42
N = 101010 (binary)
Player 1 swaps the 1st and 6th bit.
101010
N = 1011
Player 2 swaps 1st and 2nd bit.
1011
N = 111
Player 1 cannot make a move, so Player 2 wins.
** For More Input/Output Examples Use 'Expected Output' option **",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ishaan's Curiosity,"Ishaan recently found out about the bitwise OR. He is really curious about its working. He wants to build a calculator which takes 2 integers A, B as input and outputs the bitwise OR of all the integers in the range [A, B] (both inclusive).
Help him build a OR calculator.
Input : 
First line of input contains a single integer T denoting the number of test cases.For each test case, there are 2 space-separated integers A and B.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 100
1 <= A < B <= 10^12
Example : 
Input : 
3
3 8
12 18
18 21
Output : 
15
31
23
Explanation : 
Case 1 :
3 | 4 | 5 | 6 | 7 | 8 = 15
Case 2 : 
12 | 13 | 14 | 15 | 16 | 17 | 18 = 31
Case 3 : 
18 | 19 | 20 | 21 = 23
  ** For More Input/Output Examples Use 'Expected Output' option **","Ishaan recently found out about the bitwise OR. He is really curious about its working. He wants to build a calculator which takes 2 integers A, B as input and outputs the bitwise OR of all the integers in the range [A, B] (both inclusive).
Help him build a OR calculator.
Input : 
First line of input contains a single integer T denoting the number of test cases.For each test case, there are 2 space-separated integers A and B.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 100
1 <= A < B <= 10^12
Example : 
Input : 
3
3 8
12 18
18 21
Output : 
15
31
23
Explanation : 
Case 1 :
3 | 4 | 5 | 6 | 7 | 8 = 15
Case 2 : 
12 | 13 | 14 | 15 | 16 | 17 | 18 = 31
Case 3 : 
18 | 19 | 20 | 21 = 23
  ** For More Input/Output Examples Use 'Expected Output' option **","Ishaan's Curiosity Ishaan recently found out about the bitwise OR. He is really curious about its working. He wants to build a calculator which takes 2 integers A, B as input and outputs the bitwise OR of all the integers in the range [A, B] (both inclusive).
Help him build a OR calculator.
Input : 
First line of input contains a single integer T denoting the number of test cases.For each test case, there are 2 space-separated integers A and B.
Output : 
For each test case, print the required answer in a new line.
Constraints : 
1 <= T <= 100
1 <= A < B <= 10^12
Example : 
Input : 
3
3 8
12 18
18 21
Output : 
15
31
23
Explanation : 
Case 1 :
3 | 4 | 5 | 6 | 7 | 8 = 15
Case 2 : 
12 | 13 | 14 | 15 | 16 | 17 | 18 = 31
Case 3 : 
18 | 19 | 20 | 21 = 23
  ** For More Input/Output Examples Use 'Expected Output' option **",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Game of 2,"One day Karan and Arjun were playing a game. The game always starts with Karan as he is the younger brother among the two and thereafter play alternate turns. They always try to show their power to each other but this time they decided to show it with numbers. Both of them like the number 2. So they decided to play it with 2. First they decide a random number n and then they take some actions on the number n. If they found that number is not a power of 2, then they reduce the number by the largest power of 2 less than the number and if they found that the number is a power of 2, they simply reduces the number by the half. Then they perform the same operations with the new number generated until the number n becomes 1 and further no one can play the game. The last person to make a valid move will win the game.
","Example:
Input:
2
6
2
Output:
Arjun
Karan
Explanation:
For first test case 6 is not a power of 2 Karan takes the largest power of 2 less than 6 which is 4 in this case and reduces the n to 2. Now 2 is a power of 2 therefore Arjun reduces it to half and number becomes 1 and afterwards Karan cannot make a move and therefore lose the game.
  ","A Game of 2 One day Karan and Arjun were playing a game. The game always starts with Karan as he is the younger brother among the two and thereafter play alternate turns. They always try to show their power to each other but this time they decided to show it with numbers. Both of them like the number 2. So they decided to play it with 2. First they decide a random number n and then they take some actions on the number n. If they found that number is not a power of 2, then they reduce the number by the largest power of 2 less than the number and if they found that the number is a power of 2, they simply reduces the number by the half. Then they perform the same operations with the new number generated until the number n becomes 1 and further no one can play the game. The last person to make a valid move will win the game.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Akku and Binary Numbers,"Akku likes binary numbers and she likes playing with these numbers. Her teacher once gave her a question.For given value of  L and R, Akku have to find the count of number X, which have only three-set bits in it's binary representation such that ""L <= X <= R"".Akku is genius, she solved the problem easily. Can you do it ??
","Example:
Sample Input :
1
11 19
Sample Output :
4
Explanation :
There are 4 such numbers with 3 set bits in range 11 to 19.
11 -> 1011
13 -> 1101
14 -> 1110
19 -> 10011
","Akku and Binary Numbers Akku likes binary numbers and she likes playing with these numbers. Her teacher once gave her a question.For given value of  L and R, Akku have to find the count of number X, which have only three-set bits in it's binary representation such that ""L <= X <= R"".Akku is genius, she solved the problem easily. Can you do it ??
",,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
C++ Generic sort,"You need to sort elements of an array where the array can be of following data-types:
Integer
String
floating numbe
Your task is to complete the given two functions: sortArray() and printArray()
","Example:
Input:
3
3 3
34.23 -4.35 3.4
4 1
123 -2311 837 0
5 2
focus on challenges in implementing
Output:
-4.35 3.4 34.23 
-2311 0 123 837 
challenges focus implementing in on
Explanation:
Testcase 1: The array is of floating type. After sorting the elements of array are as such:  -4.35 3.4 34.23
","C++ Generic sort You need to sort elements of an array where the array can be of following data-types:
Integer
String
floating numbe
Your task is to complete the given two functions: sortArray() and printArray()
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Counting Sort,"Given a string S consisting of lowercase latin letters, arrange all its letters in lexographical order using Counting Sort.
","Example:
Input:
2
5
edsab
13
geeksforgeeks
Output:
abdes
eeeefggkkorss
Video:
","Counting Sort Given a string S consisting of lowercase latin letters, arrange all its letters in lexographical order using Counting Sort.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Good Pairs,"You are given an array of positive integer numbers a1,a2...aN.
Count number of pairs (i,j) such that:
1≤ i ≤ N
1≤ j ≤ N
ai < aj

","Example:
Input :
2
2
2 1  
3
2 3 2
 
Output : 
1
2

Explanation:
In the first test case, the only good pair is (2,1). 
In the second test case, the two good pairs are (2,3) and (3,2).
  ","Good Pairs You are given an array of positive integer numbers a1,a2...aN.
Count number of pairs (i,j) such that:
1≤ i ≤ N
1≤ j ≤ N
ai < aj

",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Efficiently sorting numbers in range from 0 to n^2 - 1,"Given an array of numbers of size n. It is also given that the array elements are in range from 0 to n2 – 1. Sort the given array in linear time.
","Example:
Input:
2
7
40 12 45 32 33 1 22
5
24 12 0 15 8
Output:
1 12 22 32 33 40 45
0 8 12 15 24
","Efficiently sorting numbers in range from 0 to n^2 - 1 Given an array of numbers of size n. It is also given that the array elements are in range from 0 to n2 – 1. Sort the given array in linear time.
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
